latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
40.65761281,-73.9464579,1,4,0.51,1,30,90
40.65713387,-73.95370371,1,0,,1,0,90
40.66112689,-73.94542096,1,20,2.39,4,90,55
40.66018246,-73.948351,2,1,0.1,1,364,67
40.66251557,-73.95402785,1,1,0.5,2,89,39
40.65960558,-73.95920331,1,0,,1,29,50
40.65735729,-73.96094457,1,13,0.67,2,61,55
40.65956478,-73.94906044,1,34,0.76,4,346,62
40.66126093,-73.96257332,1,0,,1,0,75
40.65887121,-73.94882235,6,1,0.06,1,0,30
40.65740019,-73.96174079,2,3,0.16,1,89,65
40.65914561,-73.96004238,2,6,0.89,1,0,110
40.66051136,-73.96276625,3,2,0.67,5,58,100
40.65890106,-73.95968958,5,1,0.05,1,0,110
40.65844871,-73.96130546,4,3,0.18,1,0,89
40.65827219,-73.96088929,1,9,2.9,1,244,100
40.66186389,-73.96221601,3,17,0.92,2,303,196
40.66086097,-73.96159142,2,35,2.15,2,307,125
40.65979963,-73.96068361,5,17,1.44,1,28,115
40.66000836,-73.94664464,3,43,3.66,1,329,399
40.65732362,-73.96112082,1,0,,1,0,125
40.65588925,-73.95947692,4,31,2.76,1,71,125
40.6596232,-73.96062576,2,19,0.58,1,3,90
40.65826002,-73.95950606,2,22,0.53,1,0,125
40.65829321,-73.95946724,4,0,,1,243,120
40.66289076,-73.96175374,2,42,2.58,2,286,125
40.6619932,-73.96294288,1,13,0.23,1,0,41
40.66241474,-73.95775037,1,3,0.14,1,0,45
40.66358751,-73.95234759,2,9,0.46,8,336,70
40.65936733,-73.94371385,1,2,0.07,5,327,52
40.65606197,-73.9590166,10,1,0.09,1,0,49
40.66186498,-73.94470826,1,0,,1,365,155
40.66117274,-73.94316651,1,0,,1,0,55
40.66257421,-73.95927092,3,28,0.58,1,364,43
40.66260726,-73.95879584,1,1,0.2,2,0,42
40.66265605,-73.95884418,1,0,,1,365,110
40.65513874,-73.95956016,1,28,0.65,1,150,48
40.66152575,-73.96184909,7,0,,1,0,45
40.66014833,-73.96204983,2,0,,2,334,199
40.6611024,-73.94710819,1,2,0.3,2,365,45
40.66056822,-73.96181228,2,10,0.35,1,363,82
40.65756596,-73.95015054,1,0,,1,0,35
40.65724135,-73.94421991,1,0,,5,365,70
40.65860121,-73.95261085,1,12,0.68,1,359,58
40.65696382,-73.95960776,7,1,0.14,1,0,45
40.66005172,-73.94041094,4,7,1.15,1,90,150
40.66148967,-73.95222319,1,0,,1,0,60
40.65738172,-73.95660514,3,2,0.12,2,365,48
40.66166577,-73.95250962,2,2,0.17,2,88,68
40.65627687,-73.95752683,1,1,0.05,1,0,75
40.65697975,-73.95760558,7,0,,1,90,34
40.65575232,-73.96090403,2,11,0.58,2,0,110
40.66112072,-73.95747767,1,0,,1,0,60
40.6610986,-73.96108348,1,1,0.09,1,274,115
40.66088925,-73.95102452,1,11,0.56,1,355,40
40.65628069,-73.96137998,7,7,0.18,1,270,100
40.66171049,-73.96204686,2,0,,5,89,96
40.65593706,-73.96205956,1,1,0.49,1,365,85
40.65542767,-73.96034986,3,29,1.08,1,69,125
40.65825755,-73.95036497,2,13,2.03,1,32,107
40.6610186,-73.96223999,2,0,,1,0,74
40.65625144,-73.95498036,2,14,4.33,1,56,100
40.66075398,-73.94549053,3,0,,1,0,180
40.66018341,-73.96185849,12,4,0.2,1,0,98
40.66025076,-73.96269632,3,2,0.07,1,0,120
40.66145982,-73.95478385,2,4,1.22,1,313,110
40.66161796,-73.96000943,2,35,2.22,2,303,100
40.65759942,-73.94608549,2,41,2.88,1,209,130
40.65659512,-73.96148461,5,8,0.43,1,8,60
40.65976275,-73.95603766,2,20,2.39,2,341,175
40.65538906,-73.95271977,15,8,0.29,1,223,54
40.65545191,-73.95781178,1,85,1.91,4,321,45
40.66021398,-73.96000668,1,4,0.13,1,0,100
40.65541689,-73.95585572,2,0,,1,36,80
40.65917351,-73.95993425,2,2,0.42,2,365,200
40.6585338,-73.95005887,7,0,,1,77,69
40.66027736,-73.96100005,2,1,0.17,1,0,100
40.66100658,-73.94333863,1,16,3.2,1,321,190
40.65594602,-73.95566353,2,27,0.8,1,18,90
40.65869333,-73.95652423,2,7,0.41,1,0,70
40.66037452,-73.95900899,2,7,0.36,1,0,68
40.65971269,-73.96098002,4,0,,1,0,100
40.65937643,-73.94355188,3,0,,1,162,150
40.65693609,-73.96143456,1,0,,1,343,69
40.66111827,-73.95461528,1,0,,1,0,50
40.66080171,-73.95887774,3,41,2.15,1,361,100
40.66152616,-73.95171692,3,4,0.12,1,15,70
40.66249391,-73.9579545,3,3,0.34,1,0,88
40.66220734,-73.95396924,1,1,0.05,1,0,115
40.65988423,-73.96120165,1,5,0.99,1,364,59
40.66062066,-73.95824884,1,22,2.74,2,58,97
40.66200916,-73.95351713,9,10,0.76,1,0,125
40.66093583,-73.94736987,2,25,0.68,1,100,87
40.65842285,-73.94791148,4,7,0.72,2,357,109
40.66290883,-73.96257284,1,3,0.44,3,152,48
40.66288347,-73.95666232,1,47,0.75,5,268,65
40.65747475,-73.96099826,3,2,0.07,3,365,50
40.66197262,-73.94668364,1,3,1.2,2,64,44
40.65813362,-73.95772652,2,3,0.51,1,22,150
40.66104489,-73.95929202,14,3,0.07,1,0,100
40.66370296,-73.94644093,5,0,,1,0,100
40.66249048,-73.95841362,1,2,1.13,1,0,80
40.65602005,-73.95890728,3,5,0.28,2,244,135
40.65693823,-73.95712307,10,3,0.08,1,0,89
40.65529803,-73.95815707,4,10,0.32,2,60,90
40.65683114,-73.9574115,7,0,,2,358,200
40.66261783,-73.95897354,4,87,2.36,1,365,199
40.65592451,-73.95706193,1,3,3,1,11,150
40.66074445,-73.94617898,1,27,1.9,1,67,310
40.65651118,-73.95321962,3,2,0.43,4,89,150
40.65528013,-73.95388102,3,0,,1,89,80
40.6601579,-73.95382054,1,0,,1,0,170
40.66138875,-73.94728387,1,5,0.19,1,365,189
40.65830258,-73.95653684,14,13,0.35,1,0,95
40.65617278,-73.95679917,5,4,0.13,2,362,160
40.65684787,-73.95687629,3,0,,1,0,60
40.66173896,-73.96161797,4,89,2.98,1,34,85
40.65541198,-73.95698659,2,3,0.46,2,25,90
40.66248719,-73.95394361,1,8,1.18,2,80,129
40.66239406,-73.94575942,4,8,0.16,2,355,149
40.66205374,-73.96300557,2,7,1.1,1,1,150
40.66199689,-73.94686694,1,0,,10,0,25
40.65726889,-73.96009783,1,48,6.13,3,178,98
40.6606186,-73.95794691,1,2,0.14,3,0,20
40.66143126,-73.95998548,1,0,,1,0,70
40.66133445,-73.96136369,2,34,5.05,2,234,100
40.66261148,-73.94704994,1,0,,10,365,43
40.65670507,-73.96219558,3,8,0.43,1,0,43
40.65560992,-73.96059084,1,0,,1,0,80
40.66302387,-73.9519758,3,3,0.11,1,0,275
40.65978908,-73.96180385,2,65,0.87,1,125,90
40.65867845,-73.96165921,3,2,2,1,48,45
40.66077007,-73.96004145,1,0,,2,357,175
40.66034162,-73.95981196,1,0,,2,353,225
40.6592921,-73.96098138,1,0,,1,0,95
40.65775747,-73.95218151,6,1,0.14,1,0,30
40.65511331,-73.96095649,3,14,0.57,3,349,90
40.6618194,-73.95711675,3,3,0.42,1,244,50
40.65604406,-73.94220931,30,0,,35,365,45
40.66081773,-73.94532153,2,2,2,1,167,79
40.66004803,-73.96181039,1,6,0.55,1,98,120
40.6584518,-73.96064158,1,35,5.5,2,19,60
40.6620094,-73.96193152,1,9,0.53,1,364,150
40.656035,-73.9579845,2,9,0.58,1,0,40
40.66274724,-73.96122046,2,67,6.38,2,29,65
40.65530988,-73.95955972,1,120,1.83,4,6,55
40.65887453,-73.95105482,1,0,,2,0,65
40.66125032,-73.96116556,1,0,,1,0,99
40.66078297,-73.94638859,3,63,3.76,1,186,75
40.65520412,-73.96063272,3,1,0.39,4,360,39
40.65633546,-73.95846243,7,1,0.12,1,116,46
40.65948633,-73.94852221,14,1,0.07,1,31,18
40.6568392,-73.95719062,1,27,0.87,2,329,45
40.66260349,-73.96003267,2,1,0.07,1,0,150
40.66184002,-73.96000651,1,14,1.31,1,362,120
40.66204921,-73.95177121,2,14,3.56,2,295,30
40.6621551,-73.94298937,1,1,0.18,2,179,125
40.65681316,-73.94839979,1,2,0.07,1,0,80
40.65694141,-73.96081713,1,1,0.49,1,80,69
40.65747045,-73.94860914,1,7,1.1,1,179,79
40.65830781,-73.96074874,30,3,0.45,1,364,139
40.65496926,-73.96169189,1,17,1.28,4,270,200
40.66033606,-73.9593392,1,11,0.24,1,364,60
40.66096546,-73.9515519,3,3,0.31,2,0,50
40.65723735,-73.96198068,2,10,0.42,1,363,125
40.66034017,-73.96120815,1,1,0.14,1,244,38
40.66127954,-73.94797439,3,2,0.9,1,5,125
40.65701352,-73.95887182,1,0,,1,0,50
40.65524824,-73.96071094,3,0,,1,75,65
40.65603678,-73.96205029,1,3,1.23,1,89,55
40.65846277,-73.9505714,5,9,0.15,6,332,70
40.65854104,-73.96103677,1,27,0.95,1,336,50
40.65513606,-73.95800171,2,0,,2,0,59
40.66269755,-73.94716034,1,9,0.51,10,365,47
40.66147193,-73.94672542,1,8,0.43,10,365,43
40.66039039,-73.95936863,1,7,0.12,1,30,92
40.65660052,-73.96161508,2,8,0.46,1,364,150
40.66017918,-73.96005448,1,148,5.01,3,131,72
40.65783359,-73.95669832,2,4,0.25,1,0,60
40.66007246,-73.96207104,2,32,0.93,2,363,155
40.66158107,-73.95998719,1,2,0.19,1,0,40
40.65936043,-73.95139229,5,54,1.25,5,360,55
40.66129267,-73.96117384,2,26,0.95,1,275,70
40.65873616,-73.9610796,1,0,,1,0,70
40.66016357,-73.9536391,2,2,0.76,1,0,40
40.65709966,-73.957792,2,6,1.7,2,354,150
40.66138641,-73.96026764,30,28,0.67,1,334,80
40.65663293,-73.9598856,1,5,1.81,1,0,43
40.65805928,-73.95815118,4,3,0.1,1,0,225
40.66075703,-73.95506186,5,4,0.15,1,0,100
40.6555029,-73.96176882,5,0,,2,364,90
40.6566092,-73.96144169,1,57,4.55,1,181,35
40.66036178,-73.96140059,1,24,0.54,5,325,100
40.66271409,-73.95392125,2,13,0.42,1,0,175
40.65783196,-73.96068415,1,8,0.24,1,0,75
40.6563304,-73.95945861,1,8,0.77,1,364,85
40.6622861,-73.96295726,1,84,1.66,1,365,70
40.65975385,-73.96258704,1,3,0.42,1,0,80
40.65682632,-73.96090205,1,2,0.1,1,0,45
40.66060583,-73.9449014,5,1,0.48,3,121,129
40.66141073,-73.96149814,30,1,0.16,2,0,69
40.6601994,-73.96245858,3,5,0.3,1,0,50
40.66302145,-73.96065068,28,4,0.1,2,277,50
40.6586208,-73.95776735,1,1,0.07,1,0,78
40.66038636,-73.96147942,3,14,0.88,1,305,110
40.65528246,-73.9559227,5,23,0.3,2,96,40
40.65551371,-73.96080189,3,1,0.1,1,0,50
40.66153053,-73.96241258,5,0,,1,0,75
40.65835117,-73.95017136,13,2,0.15,2,0,125
40.65662638,-73.95255161,6,0,,1,0,80
40.66094952,-73.96187265,1,28,1.38,5,365,60
40.66132572,-73.9507096,2,17,1.68,2,224,60
40.65985022,-73.95724982,2,2,0.97,1,334,125
40.65742824,-73.96155065,2,27,0.8,1,44,125
40.65465379,-73.96122452,1,35,0.58,4,6,50
40.6577438,-73.9520171,1,0,,1,0,75
40.66156405,-73.94881907,3,8,0.71,1,76,95
40.66317126,-73.95273598,2,1,0.25,1,86,220
40.65737143,-73.94606921,1,2,0.85,1,361,92
40.65524081,-73.95645769,1,117,2.04,4,317,46
40.65598119,-73.96038749,10,15,0.55,1,173,129
40.66083731,-73.94905625,1,3,1.91,1,89,75
40.66074203,-73.96035368,3,12,0.45,1,13,100
40.6631416,-73.95372059,2,15,1.33,1,12,95
40.65956385,-73.95953365,2,5,0.8,1,254,109
40.66099478,-73.96082576,1,0,,1,0,80
40.65824764,-73.95952887,2,3,0.6,1,363,115
40.66183155,-73.95571013,1,12,0.67,5,322,45
40.65909973,-73.95941795,3,10,1.17,1,66,75
40.65925824,-73.948374,30,6,0.33,1,78,100
40.66200708,-73.96189576,2,11,0.26,1,205,80
40.65848328,-73.95995798,4,5,0.78,1,147,125
40.66220391,-73.94693269,4,23,0.35,2,355,99
40.65570013,-73.9547064,4,2,0.34,1,87,88
40.65733753,-73.95116541,3,1,0.2,1,75,50
40.65974877,-73.95935082,5,0,,1,336,120
40.65586808,-73.96049706,4,0,,2,5,80
40.66114129,-73.94893708,1,28,0.64,4,355,47
40.65802272,-73.96024615,1,78,4.03,3,142,72
40.66041591,-73.95915173,18,0,,1,0,75
40.66117658,-73.95568968,2,3,1.3,1,331,120
40.66124019,-73.94782569,1,19,0.62,4,355,47
40.662327,-73.9614974,7,1,0.05,1,0,130
40.66080856,-73.94963228,2,16,2.44,1,331,84
40.66244037,-73.95812671,1,44,1.67,1,0,139
40.65878748,-73.95761915,1,12,1.66,1,21,60
40.65900845,-73.96045292,3,0,,1,0,55
40.66145345,-73.96004942,10,1,0.07,1,0,65
40.65618283,-73.9592116,2,122,3.32,1,149,60
40.66038234,-73.94972286,4,10,0.68,1,0,55
40.65836248,-73.96161262,1,9,1.45,2,0,44
40.6610753,-73.95567485,5,2,0.29,2,150,650
40.65607465,-73.94865105,14,5,0.18,1,358,60
40.66071301,-73.95580132,3,20,2.65,1,35,70
40.65515966,-73.9588192,1,17,0.74,1,364,125
40.65506581,-73.95824212,1,121,5.35,1,156,125
40.66146521,-73.96127655,1,1,0.56,2,273,66
40.66211232,-73.95803558,3,2,0.14,3,0,40
40.65867632,-73.94639107,2,6,0.42,1,356,200
40.6617786,-73.94516623,1,4,0.28,1,0,50
40.66024185,-73.9614815,1,0,,1,179,130
40.66102257,-73.95926481,2,11,1.47,1,0,75
40.65458519,-73.96069509,4,2,0.1,1,0,125
40.66121401,-73.95069754,3,5,1.03,1,200,99
40.65589087,-73.95538697,2,22,0.39,2,27,55
40.66313102,-73.94027717,1,1,0.39,1,365,80
40.65933769,-73.95937267,1,17,2.97,2,180,60
40.658857,-73.95037172,1,0,,2,0,55
40.65987964,-73.95078743,5,2,0.04,6,275,56
40.65929568,-73.95686199,3,27,0.97,2,365,75
40.65933014,-73.95930759,1,29,1.51,2,212,65
40.65539616,-73.95239712,3,1,0.45,1,210,100
40.66155578,-73.94724512,1,3,0.21,10,365,53
40.65734475,-73.95918524,5,77,3.35,1,174,104
40.65936041,-73.9424042,3,12,2.83,1,172,159
40.66183889,-73.95650642,3,0,,1,88,350
40.65783399,-73.95629952,2,4,2.03,1,2,50
40.65446824,-73.96122266,1,3,0.39,4,337,39
40.66146773,-73.95962659,3,2,0.21,1,103,98
40.65798505,-73.94923616,4,1,0.48,2,364,98
40.65751825,-73.95727898,4,100,3.07,2,169,100
40.6551324,-73.95640599,3,11,0.34,2,365,53
40.66141929,-73.94864051,1,24,0.72,4,346,131
40.66105722,-73.94706659,1,4,0.24,10,365,199
40.66049877,-73.95009999,5,0,,6,89,70
40.66159396,-73.94129031,2,67,3.95,4,44,98
40.66116882,-73.96082773,1,45,2.19,3,352,62
40.6551764,-73.96108325,2,4,0.66,1,86,85
40.65507941,-73.95689049,2,3,0.23,1,0,60
40.6604927,-73.96134705,2,2,0.41,1,364,40
40.65689742,-73.95703063,2,22,2.97,1,283,50
40.66030988,-73.94532421,2,5,0.78,3,4,72
40.65650898,-73.95747874,7,17,0.23,2,120,40
40.66248927,-73.95800443,1,0,,1,0,110
40.65610605,-73.951499,3,4,0.23,2,364,70
40.65745886,-73.957296,1,0,,1,365,100
40.65576217,-73.95769468,2,95,3.25,1,45,115
40.65600462,-73.95717331,1,0,,1,178,175
40.65565429,-73.95636227,7,4,0.42,2,358,171
40.65718664,-73.95244756,1,6,0.62,2,185,100
40.66335243,-73.95393524,2,31,2.64,1,89,80
40.65902836,-73.96081652,4,10,1.6,1,88,100
40.6594639,-73.94961236,3,3,0.14,5,365,249
40.65802033,-73.95523237,1,7,0.27,1,0,72
40.65824753,-73.96073151,2,16,2.34,1,0,120
40.66089762,-73.95864627,5,5,1.46,2,60,100
40.65520364,-73.95937714,1,123,1.88,4,5,55
40.66067908,-73.96003198,14,1,0.08,1,77,62
40.65836748,-73.94882027,2,7,0.13,1,361,59
40.65671191,-73.95762313,14,0,,1,0,35
40.65540873,-73.95921614,14,0,,1,41,42
40.66070814,-73.96026357,5,7,0.45,1,88,75
40.65499516,-73.95975332,2,38,1.84,1,336,299
40.65738541,-73.95982783,5,0,,1,0,100
40.66342021,-73.94716982,1,1,0.52,10,0,30
40.6554838,-73.95900876,2,24,1.69,1,364,58
40.66130182,-73.96193422,2,41,3.86,2,1,55
40.65597359,-73.95807497,1,29,1.5,1,59,95
40.66107263,-73.95034793,4,4,1.71,1,110,145
40.66045464,-73.96072365,27,0,,2,277,38
40.65747301,-73.95797973,5,6,0.17,1,242,199
40.6589798,-73.94517638,1,7,0.23,5,335,50
40.65701061,-73.96055297,1,80,3.03,1,287,89
40.65509268,-73.95840615,2,25,1.38,1,365,55
40.6626016,-73.9613583,1,1,0.07,2,0,85
40.65590839,-73.95866404,15,2,0.11,1,0,40
40.65853969,-73.95070667,2,22,0.95,1,260,114
40.65668206,-73.95969067,3,4,0.49,2,0,42
40.65643968,-73.95899983,15,3,0.27,1,89,85
40.66241766,-73.95128573,4,16,1.33,1,100,85
40.66101321,-73.95424481,2,2,0.85,1,365,44
40.66089023,-73.93992679,1,44,2.63,4,73,65
40.66164323,-73.95980396,5,2,0.19,1,0,119
40.66025586,-73.93991968,3,45,2.73,4,17,65
40.65567262,-73.95631345,1,3,0.26,1,177,125
40.65837801,-73.96048143,2,4,0.29,1,59,107
40.6562781,-73.96014015,3,3,0.15,2,0,60
40.66038234,-73.96026319,6,3,0.11,1,20,70
40.66122089,-73.94866663,3,1,0.49,1,52,75
40.6591499,-73.96009734,2,20,0.43,1,363,225
40.66301411,-73.95487237,1,10,1,5,262,99
40.66080326,-73.96196777,7,8,0.42,2,27,45
40.65511767,-73.95741754,5,3,0.48,1,363,75
40.65537616,-73.96056362,7,2,0.81,1,0,36
40.66058099,-73.94943218,4,6,0.28,1,0,60
40.65864474,-73.9438353,1,3,0.15,5,365,53
40.65790515,-73.95008603,1,2,0.57,1,0,35
40.65433058,-73.96116579,3,0,,2,0,55
40.66245697,-73.94671431,1,4,0.23,10,365,49
40.65624374,-73.96034247,2,5,0.13,1,0,90
40.65870701,-73.96101305,1,1,0.07,1,0,80
40.65627145,-73.95468212,2,4,0.67,1,0,250
40.66155401,-73.94673854,8,0,,2,22,120
40.65529964,-73.96032859,2,0,,1,11,65
40.65955649,-73.96016541,2,3,0.61,1,255,100
40.65642321,-73.96085322,14,0,,1,45,49
40.65554487,-73.95800158,1,7,1.38,1,69,42
40.6601177,-73.96078373,5,10,0.59,1,14,98
40.66190981,-73.94702749,2,15,2.24,3,130,62
40.65612393,-73.95998028,3,5,0.9,1,87,99
40.66319562,-73.95534528,5,120,3.85,1,226,206
40.66228096,-73.94704281,1,0,,1,364,125
40.66205402,-73.94936015,1,0,,1,365,150
40.66200842,-73.9541429,30,1,0.26,1,181,100
40.65514031,-73.95794523,1,3,1.05,3,52,45
40.66017417,-73.95958413,2,87,1.21,1,359,69
40.65955029,-73.96065985,1,4,0.09,1,365,100
40.655543,-73.96046176,2,69,2.27,1,170,80
40.6559384,-73.95854632,2,6,1.75,3,18,65
40.66046062,-73.95188578,2,0,,1,0,50
40.66135242,-73.95095025,3,2,0.14,1,0,85
40.65701566,-73.96065747,2,1,0.13,1,0,41
40.65694583,-73.9585829,7,0,,1,180,175
40.65798469,-73.9534275,1,0,,1,0,36
40.65586909,-73.9548214,30,1,0.49,1,0,80
40.66057839,-73.95824536,4,2,0.1,2,0,130
40.66066335,-73.95965355,1,4,0.14,1,0,120
40.66203537,-73.96051588,5,4,0.52,2,0,80
40.66201216,-73.96166664,2,3,1.11,5,84,60
40.65536443,-73.95930878,5,7,1.15,1,89,50
40.65585536,-73.95953382,3,32,0.65,1,321,82
40.66369413,-73.95100087,3,0,,1,142,129
40.65634651,-73.95775828,1,7,1.26,1,361,65
40.65909861,-73.96115804,1,4,0.55,2,334,90
40.65626824,-73.95935957,1,36,1.41,2,61,60
40.6586753,-73.94992312,2,1,0.52,1,285,190
40.66286196,-73.95799976,3,4,0.47,1,187,100
40.66035297,-73.95156009,4,3,1.96,1,111,125
40.66112202,-73.94799394,27,1,0.16,1,0,60
40.66213367,-73.95657626,1,15,0.59,5,277,45
40.66305123,-73.95269821,2,2,1.5,1,19,50
40.65757838,-73.95865776,3,4,0.18,2,209,60
40.66080202,-73.9623508,5,1,0.37,1,10,110
40.65589684,-73.96200513,3,4,0.09,3,365,50
40.65937145,-73.95906212,2,46,0.78,1,322,229
40.65499236,-73.96189671,2,2,0.36,2,108,90
40.66361811,-73.9492635,4,15,0.39,1,3,80
40.66097148,-73.94833071,2,8,2.7,1,143,143
40.66320481,-73.95633946,90,23,0.51,1,89,150
40.65915661,-73.9507397,2,26,4.91,1,79,54
40.66240948,-73.9462571,1,12,2,2,172,72
40.65585825,-73.95971724,4,2,0.11,2,0,140
40.66044043,-73.96113655,6,4,0.28,1,0,70
40.66159321,-73.96146255,5,24,0.87,1,46,70
40.66194411,-73.96036844,2,6,0.32,1,180,60
40.66245108,-73.95930454,1,0,,1,90,100
40.65987109,-73.96068262,1,70,4.07,2,312,35
40.6626077,-73.94673325,4,0,,1,0,100
40.65993738,-73.9622165,1,12,0.63,1,0,95
40.66092001,-73.95400589,1,16,2.17,1,358,80
40.66035922,-73.94903368,2,23,1.98,1,60,75
40.65772468,-73.96131094,4,79,1.24,5,348,86
40.6612035,-73.94255394,2,2,0.35,2,180,125
40.65502753,-73.96105123,7,13,0.92,1,328,100
40.65784742,-73.96067647,1,4,0.39,1,152,100
40.65947626,-73.96204348,4,13,0.66,1,0,90
40.65963184,-73.96174078,5,0,,1,72,53
40.66069537,-73.96167738,1,0,,1,0,60
40.6546516,-73.96123308,3,8,0.33,2,305,60
40.66027778,-73.94483495,1,0,,2,179,72
40.65770304,-73.95930753,6,0,,1,81,57
40.6614947,-73.94278031,2,7,1.53,1,54,55
40.66071339,-73.95062096,4,9,0.48,2,351,51
40.6543601,-73.96178834,1,4,0.4,1,259,58
40.65832697,-73.94819112,1,60,1.35,1,349,151
40.66189905,-73.96217397,3,3,0.47,1,259,93
40.66028466,-73.96177432,1,9,0.94,1,365,55
40.65832709,-73.95195862,1,0,,1,0,45
40.65594772,-73.95584737,4,8,0.29,1,77,100
40.65985988,-73.96162599,1,9,0.61,1,0,100
40.66064628,-73.96207254,3,26,1.96,1,144,83
40.6605769,-73.96131543,2,2,0.28,1,89,60
40.65731248,-73.94693486,2,2,0.67,1,110,200
40.65849995,-73.95905847,3,4,0.19,1,361,117
40.65599311,-73.95745912,3,0,,2,0,60
40.65587841,-73.95061914,15,0,,1,0,35
40.65685217,-73.95286872,1,0,,1,0,90
40.66129782,-73.94457331,4,0,,1,0,250
40.66194921,-73.95275138,6,65,4.3,1,83,125
40.66284737,-73.94653154,1,0,,2,365,59
40.66056157,-73.95281664,7,3,0.34,2,311,46
40.65769352,-73.96160666,3,1,0.02,1,0,115
40.66216766,-73.95050774,3,10,0.67,2,0,95
40.66326341,-73.94736396,1,1,0.49,10,365,25
40.65589846,-73.95443102,1,0,,1,0,65
40.66173236,-73.96158197,3,92,2.54,1,67,62
40.65787213,-73.95853015,1,117,4.89,3,122,65
40.66077983,-73.96122962,1,10,0.71,1,0,90
40.66140849,-73.96175023,2,153,2.86,1,261,75
40.6600624,-73.95928998,30,20,0.91,6,153,100
40.66164503,-73.95778653,3,1,0.31,3,89,31
40.66210567,-73.95125204,2,6,0.3,1,0,40
40.66224729,-73.95018687,2,2,0.42,1,0,57
40.66299685,-73.95730249,2,76,2.72,1,350,99
40.65988927,-73.9538559,2,9,2.45,1,219,99
40.65767158,-73.95251085,1,2,0.25,1,0,115
40.66046777,-73.9544511,6,0,,1,0,200
40.65593237,-73.96053029,2,3,0.04,1,365,75
40.661566,-73.95270725,2,70,2.19,1,319,199
40.66020488,-73.95043292,1,1,0.05,1,0,95
40.65827521,-73.9615154,7,1,0.17,1,71,105
40.65922867,-73.96100111,20,0,,1,0,125
40.66148884,-73.95182313,2,0,,2,0,110
40.65907756,-73.96125499,5,66,1.5,2,89,100
40.65993415,-73.95724562,1,52,4.95,1,332,125
40.66150231,-73.96249493,2,5,1.25,1,144,120
40.66181779,-73.95338167,1,18,0.51,8,353,62
40.66230914,-73.9539429,2,10,0.35,8,317,68
40.66133613,-73.96118362,3,0,,1,179,80
40.65883333,-73.9516147,2,1,0.49,2,0,39
40.66245667,-73.95194266,2,9,1.27,1,8,285
40.66082752,-73.96246965,1,20,0.93,3,200,52
40.65961482,-73.96176702,2,18,1.06,1,132,110
40.65923054,-73.95066059,5,5,0.1,6,365,48
40.66223389,-73.95954974,2,2,0.63,1,0,120
40.65888957,-73.96008274,5,53,1.85,1,325,135
40.65620981,-73.95696308,7,2,0.12,1,0,65
40.66348843,-73.94221989,28,5,0.84,1,300,80
40.65861829,-73.95807959,2,0,,1,0,75
40.65714448,-73.95879026,1,11,2.17,1,360,57
40.65973265,-73.96032927,30,63,1.31,1,246,100
40.66258037,-73.94457799,5,0,,1,0,150
40.81128481,-73.92398962,3,16,0.29,1,342,49
40.81045033,-73.92020028,1,38,8.64,5,184,31
40.80813069,-73.91982441,1,19,4.87,5,270,34
40.81205186,-73.91566225,5,12,1.05,3,115,42
40.81337537,-73.91642358,5,11,1.37,3,80,46
40.80841514,-73.92186522,1,27,6.04,5,260,35
40.8128971,-73.91916282,2,6,0.73,1,0,45
40.81445017,-73.91686224,1,0,,4,180,37
40.8107229,-73.92349209,2,1,0.49,1,200,100
40.81040109,-73.92388135,1,44,6.35,1,30,22
40.80866509,-73.9254837,3,5,0.12,1,364,120
40.81034107,-73.92521863,2,19,1.75,1,241,100
40.81291578,-73.92106495,4,37,1.99,2,149,65
40.80785728,-73.91837871,1,0,,1,170,100
40.81049144,-73.90429668,2,11,0.36,1,0,79
40.81088839,-73.91078221,1,2,0.25,4,180,37
40.81181237,-73.92138582,4,33,1.67,2,129,45
40.80606424,-73.91527235,1,2,0.05,1,365,90
40.81050363,-73.92507057,1,154,4.97,2,212,46
40.80902842,-73.92143107,2,45,4.12,1,300,125
40.81363341,-73.91579521,1,1,0.19,4,180,50
40.81241407,-73.90928622,1,0,,1,180,50
40.81591703,-73.92112164,1,0,,1,3,35
40.81201205,-73.90823413,2,15,3.41,1,101,100
40.81290311,-73.91651058,1,10,0.53,4,180,50
40.81149753,-73.92579917,7,0,,1,0,80
40.81290975,-73.90772491,2,111,2.51,1,308,52
40.81129651,-73.92464647,3,1,0.07,1,215,65
40.81024334,-73.92631742,60,4,0.2,1,71,70
40.80925167,-73.91752796,7,1,0.03,1,358,180
40.81306064,-73.91028307,5,0,,1,360,47
40.80979564,-73.9214912,2,0,,1,363,55
40.81143045,-73.92436021,2,7,1.21,1,34,115
40.81634093,-73.92651884,2,0,,1,0,90
40.81191798,-73.9094885,2,8,0.56,1,0,55
40.81397477,-73.91715568,5,21,2,3,56,44
40.8088364,-73.92016325,1,28,6.41,5,244,31
40.81247711,-73.90761072,1,4,1.52,1,120,50
40.81244549,-73.90599074,2,28,2.56,1,318,155
40.80992723,-73.92613053,2,27,1.35,2,312,100
40.81443792,-73.92516488,2,29,0.91,1,358,75
40.80855456,-73.92026514,1,25,6.15,5,124,34
40.80816088,-73.92147418,1,10,0.56,1,0,100
40.81055464,-73.92482139,1,115,3.86,2,130,41
40.80771896,-73.91790603,1,145,4.8,1,310,50
40.85498829,-73.86728021,2,10,2.14,1,59,43
