latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
40.76481479,-73.98738844,2,17,0.76,2,7,200
40.76408005,-73.98543246,3,108,2.46,2,343,150
40.766246,-73.98780532,2,12,1.19,1,68,300
40.76471934,-73.99329754,1,4,0.82,1,256,325
40.76660111,-73.98474559,1,0,,1,0,450
40.7552809,-73.99932656,3,42,1.58,1,0,185
40.76528131,-73.98870886,1,30,1.74,1,3,250
40.76388289,-73.99458523,6,0,,1,11,150
40.7612351,-73.98828394,1,42,6.12,3,293,135
40.7576973,-73.99401425,1,32,3.29,1,151,120
40.76037986,-73.99447257,1,11,1.94,1,89,175
40.75809153,-73.99156809,3,0,,2,199,129
40.75486958,-73.99824962,1,8,2.67,1,130,130
40.76385062,-73.98668956,1,46,3.05,1,252,199
40.76288064,-73.98814977,1,0,,1,0,225
40.76520293,-73.99203652,1,0,,1,0,219
40.76634923,-73.98650119,3,48,4.34,1,292,600
40.7640589,-73.99509996,1,1,0.23,1,365,185
40.76184709,-73.99506539,3,0,,1,4,173
40.7589999,-73.99529793,1,0,,1,0,95
40.76434908,-73.99054246,5,0,,1,0,200
40.75973565,-73.99153256,1,8,1.39,1,103,155
40.76626554,-73.99358751,2,16,1.29,3,211,123
40.76742673,-73.98632491,1,14,2.75,1,140,79
40.76547803,-73.99374311,1,2,2,1,15,130
40.76629365,-73.98769771,3,0,,1,365,275
40.76135494,-73.98923698,1,53,2.88,1,162,499
40.76512614,-73.99309439,1,11,2.87,1,198,99
40.76220772,-73.99231152,5,12,0.22,2,363,125
40.76086374,-73.99146507,7,7,1,2,0,115
40.76007416,-73.9903063,1,0,,1,0,79
40.76395572,-73.98540281,1,0,,1,0,100
40.75942059,-73.99665486,2,12,0.52,1,179,150
40.7598855,-73.98832164,4,10,1.09,1,42,75
40.76697379,-73.98708309,7,7,1.27,1,260,180
40.75460838,-73.9949407,1,47,4.61,1,1,150
40.76489562,-73.9848508,2,0,,1,77,100
40.76612044,-73.98841318,1,0,,1,163,248
40.76274688,-73.99314763,1,105,5.12,1,78,129
40.75535021,-73.99565224,5,55,0.91,3,12,105
40.76083591,-73.99325101,2,0,,1,90,100
40.76333199,-73.98725045,2,2,0.2,1,0,120
40.7617326,-73.98846311,2,22,0.87,1,316,349
40.76240774,-73.98918164,1,14,1.34,1,348,269
40.7567221,-73.99774168,7,6,0.32,2,0,50
40.76152321,-73.98709885,1,3,1.32,1,78,199
40.7636691,-73.98817919,1,0,,2,258,89
40.76391519,-73.99514084,1,1,0.1,1,0,150
40.76170274,-73.99390449,7,21,0.28,1,364,299
40.76211492,-73.98631421,30,0,,14,0,239
40.76416727,-73.98941279,1,17,1.81,1,143,300
40.76303259,-73.98767459,3,5,0.93,2,223,875
40.76225777,-73.99285325,3,41,3.66,1,217,195
40.76082494,-73.99594529,1,37,2.65,16,26,85
40.76472064,-73.98813411,3,42,2.95,1,342,99
40.75849223,-73.99070155,1,1,0.06,1,365,200
40.75429819,-73.99281043,1,0,,1,10,160
40.7579424,-73.9922858,1,0,,1,0,200
40.7649911,-73.98683005,3,45,3.5,1,237,420
40.76432088,-73.99571228,1,2,2,5,290,75
40.76159806,-73.99677164,3,11,0.44,1,0,229
40.75935401,-73.99016966,1,1,0.08,1,362,300
40.7621907,-73.98876434,5,0,,1,0,190
40.76187515,-73.98867969,1,5,0.63,2,155,89
40.76274375,-73.98732774,4,0,,1,0,100
40.75726131,-73.99530412,7,0,,1,0,90
40.75921002,-73.9889547,1,82,7.66,1,327,109
40.76295651,-73.98641315,3,55,1.56,2,306,125
40.7625392,-73.98918371,1,0,,1,90,250
40.76588161,-73.98622486,6,22,1.52,1,1,120
40.76482457,-73.98940384,1,0,,1,358,80
40.75560736,-73.99344416,2,7,0.27,1,306,150
40.75634914,-73.99316001,5,16,1.26,1,164,250
40.76180876,-73.99614836,3,0,,1,91,120
40.76410488,-73.98802711,3,25,0.45,1,0,165
40.76199436,-73.99274089,2,12,1.55,1,165,50
40.76687338,-73.98285837,5,14,2.39,1,72,280
40.76327879,-73.99347414,3,3,0.17,2,0,160
40.76310815,-73.99387537,1,65,1.07,1,347,75
40.75502106,-73.99351169,2,25,1.77,1,171,75
40.7619518,-73.98998043,1,0,,1,343,400
40.76617823,-73.98747689,3,16,0.73,1,52,100
40.76793702,-73.98780818,1,82,2.4,3,162,68
40.76416045,-73.98806538,4,2,0.13,1,61,300
40.76424666,-73.99235032,3,5,0.64,1,6,115
40.76445737,-73.99294385,3,58,3.14,1,77,449
40.76337497,-73.98575993,3,43,1.53,1,55,120
40.75826042,-73.98923485,7,2,0.14,2,0,400
40.76320393,-73.9919857,1,4,0.47,3,26,55
40.76894966,-73.98841715,2,20,0.52,1,58,215
40.76385059,-73.99497443,30,5,0.26,6,337,75
40.76625447,-73.99387299,4,81,2.72,3,110,69
40.76575436,-73.99455805,2,5,0.85,2,0,89
40.76600501,-73.9916737,1,16,3,1,3,65
40.76170629,-73.98916577,1,2,2,2,0,60
40.76552931,-73.99191989,1,24,0.65,4,365,109
40.7615921,-73.99824226,5,3,0.54,1,284,65
40.76797469,-73.99396191,1,94,2.62,1,240,85
40.76233318,-73.99750787,1,1,0.63,1,263,450
40.76168962,-73.99330576,3,4,0.75,1,293,200
40.76431213,-73.99400479,2,8,0.3,2,82,50
40.76483209,-73.99193305,2,20,3.45,1,111,450
40.76315743,-73.98840076,1,82,5.84,1,64,170
40.76230806,-73.99411624,1,20,3.31,1,365,130
40.7563083,-73.99667156,7,0,,2,0,65
40.75505181,-73.99353635,1,0,,1,0,175
40.76321305,-73.99297474,30,1,0.15,6,365,80
40.75555321,-73.99704275,30,3,0.11,8,364,48
40.76381355,-73.98718184,2,11,0.95,1,0,80
40.76500458,-73.98890105,2,14,0.64,1,0,250
40.76319009,-73.98693386,3,0,,1,0,220
40.76168392,-73.99378152,4,5,0.56,2,63,250
40.76183728,-73.9950481,2,10,4.23,1,33,99
40.76322777,-73.99105685,2,2,0.48,1,1,150
40.75929597,-73.99146052,3,123,2.86,1,77,165
40.76612241,-73.99324324,5,5,0.19,1,0,99
40.75632214,-73.99424595,5,1,0.17,1,61,250
40.76193736,-73.99345563,1,33,0.71,1,0,175
40.76373849,-73.9887178,3,1,0.07,1,0,150
40.76330134,-73.98593768,2,0,,3,6,49
40.76256936,-73.98602898,3,14,1.22,1,5,145
40.7573536,-73.9900684,2,45,3.03,1,233,160
40.76234758,-73.99135276,1,4,4,1,113,200
40.762457,-73.98821392,1,24,5.76,1,96,169
40.75938561,-73.9937643,1,7,2.53,2,124,309
40.76178983,-73.98749026,3,33,3.33,1,86,195
40.76272124,-73.98975001,1,6,2.31,1,219,200
40.76251349,-73.99246903,2,83,2.69,1,344,129
40.76611169,-73.98468017,1,5,0.5,1,0,110
40.7643533,-73.98935397,3,10,1.96,1,7,100
40.76515433,-73.99520093,1,0,,1,0,100
40.75996341,-73.99031207,4,0,,1,0,100
40.75583263,-73.99932166,1,16,1.84,1,6,62
40.75855996,-73.99569445,1,80,2.94,1,304,125
40.76394572,-73.98839857,2,9,1.07,1,14,200
40.76392771,-73.99124391,3,3,0.21,1,0,450
40.75700637,-73.99297009,15,0,,2,0,70
40.75748771,-73.99656686,3,1,0.04,1,0,180
40.75896828,-73.99435318,3,0,,1,0,390
40.76711894,-73.98788937,4,1,0.33,1,88,99
40.76424525,-73.99162127,1,112,6.17,1,224,99
40.76417923,-73.98884868,3,0,,1,40,218
40.76018936,-73.98865945,1,59,1.2,1,339,150
40.76507022,-73.98557749,6,25,1.12,2,0,200
40.76423104,-73.98796073,2,77,3.09,1,160,149
40.76767053,-73.98783127,2,0,,1,0,66
40.76035839,-73.98848206,1,123,2.77,1,336,253
40.76777927,-73.98574379,3,16,2.3,1,29,187
40.76013219,-73.99006768,1,97,1.63,2,40,104
40.76346197,-73.99119412,1,10,4.84,1,131,590
40.75864213,-73.99039938,3,8,0.78,1,350,109
40.76593695,-73.98510148,1,0,,1,0,200
40.76480339,-73.98795635,7,4,1.29,1,128,175
40.75991789,-73.98934487,1,15,2.73,5,337,70
40.7638083,-73.98508639,4,13,0.48,1,364,399
40.76188763,-73.98961252,3,1,0.49,1,0,200
40.76645568,-73.99290047,1,0,,2,0,305
40.76192429,-73.98845458,2,0,,1,0,250
40.75952721,-73.99445933,5,10,0.38,1,26,60
40.76370444,-73.98984557,15,6,0.24,1,201,49
40.75787577,-73.99016587,3,12,3,1,219,600
40.76799989,-73.98695146,1,81,2.43,3,142,99
40.75546004,-73.99701182,2,4,0.5,2,32,198
40.76164625,-73.98979374,1,1,0.13,1,21,80
40.76427934,-73.99650236,3,19,0.85,1,22,220
40.75776118,-73.9926902,3,4,0.59,1,286,324
40.7655507,-73.99027991,7,8,1.33,1,184,100
40.75992334,-73.98812407,2,24,1.32,1,64,422
40.75496573,-73.99583811,2,0,,1,14,175
40.76164269,-73.99075671,2,28,4.69,1,283,206
40.76542687,-73.99122804,2,32,4.09,1,120,450
40.75618741,-73.99345541,3,12,2.48,1,12,325
40.76518043,-73.98745983,1,96,2.66,1,300,99
40.76364574,-73.99471504,30,2,0.15,3,365,80
40.76629274,-73.98506091,10,1,0.07,3,31,130
40.76343853,-73.99227146,1,8,3.38,2,0,80
40.7677435,-73.99206823,3,86,3.43,1,335,99
40.75979713,-73.99978401,1,0,,1,0,115
40.76424218,-73.99074589,2,16,1.38,2,365,154
40.76175771,-73.98736059,1,8,1.6,3,294,289
40.76108197,-73.98979,1,22,0.37,2,153,100
40.76235839,-73.99260719,1,6,0.42,1,0,95
40.75621857,-73.9973568,2,6,0.35,1,0,299
40.757548,-73.9910558,4,9,0.16,2,69,150
40.76567711,-73.98654156,5,1,0.48,1,69,220
40.76464975,-73.98715451,1,23,2.08,4,73,15
40.76109199,-73.99416998,2,1,0.12,1,0,245
40.76625328,-73.9852595,2,0,,1,0,75
40.76030452,-73.99748844,1,5,0.83,16,26,350
40.7629193,-73.99550639,5,5,0.28,1,0,140
40.76052759,-73.9900216,1,0,,1,0,200
40.76448612,-73.99140515,10,2,0.23,1,87,100
40.76595094,-73.99372341,4,36,2.41,3,99,147
40.76227563,-73.98787917,3,135,2.62,1,277,599
40.76674291,-73.98638691,3,12,0.57,1,3,300
40.76253326,-73.99298102,1,18,2.51,1,0,200
40.76442207,-73.99218706,2,35,1.2,1,62,137
40.75524879,-73.99411948,1,65,4.33,3,244,149
40.76474765,-73.99166249,1,0,,3,88,149
40.76510626,-73.99431954,2,29,3.11,1,22,99
40.76565529,-73.98605487,2,6,2.77,1,134,375
40.76103066,-73.99989314,3,4,0.33,1,0,100
40.76415298,-73.98485068,2,28,5.71,1,91,65
40.75987655,-73.99028001,2,31,1.19,1,258,399
40.75770504,-73.99407287,1,132,4.05,4,274,100
40.76449711,-73.99314046,3,20,0.58,1,39,200
40.76881495,-73.98831962,5,0,,1,0,200
40.7630509,-73.99353991,2,7,2.47,1,72,150
40.76450514,-73.99057948,1,1,0.14,2,0,80
40.76251629,-73.99116575,3,2,0.31,1,0,195
40.76803339,-73.98766803,2,63,1.18,1,146,150
40.76440657,-73.99245016,2,17,0.91,7,37,269
40.75546651,-73.99577218,1,183,3.99,4,326,59
40.76088156,-73.98749758,1,2,0.06,1,336,115
40.75966004,-73.98843155,4,31,1.42,1,60,164
40.7651821,-73.98405699,3,1,0.6,1,0,80
40.76016005,-73.98928603,4,5,0.33,1,0,160
40.76106288,-73.99147993,1,7,1.08,2,0,95
40.76599091,-73.9840398,5,3,0.27,1,0,90
40.76536982,-73.99449646,3,12,1.53,1,8,150
40.75264381,-73.99390149,1,1,0.09,1,365,250
40.7639221,-73.98763105,2,23,1.09,1,5,100
40.76364045,-73.98979624,1,9,0.78,2,42,170
40.76355651,-73.99139116,3,1,0.63,1,67,199
40.75839643,-73.99439904,2,1,0.07,1,0,270
40.7605218,-73.99114643,4,39,1.32,1,365,860
40.76240858,-73.98641897,2,4,0.45,1,163,300
40.76447425,-73.99415383,2,0,,1,267,65
40.76876409,-73.99473256,2,20,0.36,1,344,90
40.76222786,-73.98861922,1,0,,2,0,78
40.76223761,-73.99382873,1,0,,1,0,150
40.75928188,-73.9903554,1,0,,1,0,180
40.7546751,-73.99303084,3,32,2.34,1,8,150
40.76608377,-73.99202513,2,1,0.03,1,0,90
40.76377428,-73.98734056,3,1,0.15,1,0,175
40.76403148,-73.99083946,2,1,1,1,354,148
40.76373634,-73.99422074,1,5,0.55,2,345,130
40.7621482,-73.99048178,1,26,6.61,1,41,89
40.76544538,-73.98450362,2,0,,1,0,65
40.76024858,-73.99554798,7,21,0.77,2,264,89
40.76280868,-73.98781706,3,70,2.56,3,25,125
40.75774246,-73.99370992,2,3,0.08,1,0,119
40.76543853,-73.985798,2,0,,3,21,49
40.76253712,-73.9997433,6,2,0.24,1,0,229
40.75964362,-73.98946148,1,56,3.35,3,169,89
40.76289617,-73.98711845,3,24,2.23,1,176,99
40.75968911,-73.9939652,12,18,0.23,1,358,110
40.75841567,-73.99276436,2,0,,1,0,60
40.75688844,-73.9931494,1,5,1.13,4,119,98
40.76487343,-73.99220989,2,14,3.72,1,270,200
40.76352446,-73.99308196,1,12,12,1,48,130
40.76037852,-73.98781299,7,33,3.68,1,233,219
40.76127442,-73.99161037,3,0,,1,0,125
40.75708771,-73.99710009,4,2,0.2,1,0,128
40.76630088,-73.98499191,5,2,0.27,1,0,80
40.7608965,-73.993947,3,1,0.48,1,0,220
40.7604903,-73.99196848,3,34,3.82,1,21,100
40.76468341,-73.99160294,1,46,3.35,2,301,335
40.76309014,-73.9915472,4,1,0.49,1,38,175
40.76609002,-73.9930462,3,0,,1,0,150
40.76159989,-73.98904276,3,39,2.97,1,31,170
40.76688736,-73.9861155,1,1,0.04,2,0,125
40.76213377,-73.99376266,3,2,0.1,1,0,215
40.76286684,-74.00057024,5,1,0.15,1,364,250
40.75866456,-73.9913404,1,0,,2,90,175
40.7613592,-73.99954202,1,3,1.7,1,40,149
40.76525545,-73.98432857,2,0,,3,8,49
40.76509959,-73.98854392,1,2,0.17,2,0,79
40.75999553,-73.99828794,1,1,1,1,363,749
40.76243525,-73.99271079,5,1,0.01,1,74,195
40.75953863,-73.99235441,5,0,,1,179,133
40.76920782,-73.98680471,5,3,0.3,1,0,80
40.76564951,-73.98417326,2,37,1.27,1,35,189
40.75483355,-73.99468314,5,4,0.65,1,11,150
40.76063539,-73.99112136,30,103,4.07,2,227,199
40.76172446,-73.98730348,5,96,1.85,1,307,425
40.76098409,-73.98876321,3,6,0.09,1,55,200
40.76078956,-73.98879992,3,0,,1,0,150
40.75714469,-73.99372457,2,1,0.36,1,245,300
40.76283933,-73.98665959,1,0,,1,0,75
40.75273197,-73.99312757,2,93,3.5,1,289,98
40.76989811,-73.98984822,1,1,0.06,1,0,120
40.76616631,-73.98397525,3,0,,1,51,95
40.7662783,-73.99313896,2,0,,1,79,200
40.76118829,-73.99379241,1,1,0.06,1,0,170
40.75852848,-73.99542757,3,9,3.29,1,83,399
40.76227705,-73.9902717,2,9,0.6,2,0,119
40.75643389,-73.99046068,7,11,0.18,2,336,240
40.76292301,-73.99110913,5,1,0.11,1,0,160
40.76093173,-73.99283176,3,61,3.51,1,256,600
40.76602719,-73.98530033,10,4,0.15,3,0,100
40.76492953,-73.98753354,1,35,2.51,1,312,400
40.76571169,-73.99100575,3,2,0.23,1,0,137
40.76109238,-73.99662492,5,0,,1,258,170
40.76053655,-73.98970821,4,0,,1,0,199
40.76328347,-73.98576787,1,5,0.91,2,358,284
40.76113716,-73.99718602,1,28,2.12,16,47,125
40.7615664,-73.9996865,1,12,3.05,1,62,325
40.76075385,-73.99037509,2,1,0.71,1,301,300
40.76344091,-73.98935963,3,76,3.34,1,181,225
40.76233928,-73.98732475,2,6,0.53,1,0,275
40.75958332,-73.990503,1,17,1.2,1,281,133
40.75441553,-73.99433481,1,180,4.03,4,305,49
40.76167539,-73.99490461,3,23,0.51,1,0,95
40.75993611,-73.98897563,1,0,,5,311,85
40.7614595,-73.98960479,5,5,0.51,1,0,160
40.76327942,-73.9950252,5,5,0.6,7,355,199
40.76221259,-73.99028081,1,8,0.29,1,0,160
40.76181553,-73.99843267,3,1,0.14,1,7,250
40.76342921,-73.98659338,1,21,1.34,2,82,50
40.75923866,-73.98867478,2,1,1,1,43,129
40.76487551,-73.98456409,6,1,0.47,1,11,275
40.76019167,-73.99585722,4,8,0.21,1,0,499
40.76515544,-73.99157861,2,0,,1,86,250
40.76128682,-73.98955343,14,3,0.06,2,0,250
40.75486789,-73.99221269,2,0,,1,101,450
40.76004253,-73.99235054,2,31,3.29,1,33,290
40.76389075,-73.99071743,1,8,0.46,1,0,85
40.75928845,-73.98967287,4,101,3.14,1,269,349
40.76499049,-73.99240894,5,1,0.49,1,0,120
40.7626085,-73.9923064,3,5,1.53,2,281,99
40.76699462,-73.98558682,1,4,0.67,3,27,110
40.75445737,-73.99855324,1,0,,1,0,800
40.76185944,-73.9946969,4,0,,1,176,250
40.7645477,-73.9912768,7,0,,1,0,55
40.76496693,-73.99330249,1,0,,1,0,175
40.76943043,-73.98719726,1,11,1.73,1,349,120
40.76087899,-73.99131883,1,67,3.02,5,297,75
40.76732474,-73.98946639,1,14,0.92,1,365,690
40.7636769,-73.9943963,7,11,0.28,1,0,90
40.76243776,-73.99137128,7,0,,3,76,140
40.75898293,-73.98885462,2,15,3.21,1,268,300
40.76230788,-73.99910118,2,6,1.05,1,339,190
40.76454251,-73.9921758,5,0,,1,0,295
40.76472978,-73.98617512,30,2,0.25,1,0,166
40.75491139,-73.9926791,10,11,0.96,1,121,166
40.75445387,-73.99182117,2,0,,3,89,200
40.76091379,-73.98807382,2,14,1.16,1,92,150
40.76126172,-73.99273015,30,6,0.71,1,56,4700
40.7562088,-73.99331764,7,12,3.24,1,35,120
40.76708001,-73.98600282,2,74,2.15,1,248,200
40.76746104,-73.99264624,2,0,,1,0,175
40.7602182,-73.98787415,30,0,,14,179,239
40.75529037,-73.99943983,5,4,0.32,3,324,109
40.76452366,-73.98989491,1,0,,1,364,129
40.76457535,-73.99281717,1,25,3.44,2,313,99
40.76253143,-73.98939317,2,0,,1,0,300
40.75890954,-73.99535396,2,10,3.49,1,0,180
40.75788025,-73.99222685,2,4,0.24,4,245,200
40.76107661,-73.98719475,1,62,5.08,3,325,135
40.76150074,-73.99290651,1,5,5,2,140,69
40.75742074,-73.99171075,2,21,2.65,1,0,227
40.76729766,-73.98435674,90,2,0.8,1,0,110
40.7610809,-73.99160588,1,0,,1,67,180
40.76773382,-73.99097013,2,1,1,1,50,65
40.76245424,-73.99109456,2,35,3.68,1,154,150
40.76069099,-73.99067824,2,50,4.81,1,85,239
40.76908856,-73.9863895,5,0,,1,0,100
40.76343954,-73.98618615,1,14,2.14,1,91,140
40.76569187,-73.98752164,3,14,3.04,1,259,198
40.76317944,-73.9874335,1,83,3.26,1,83,195
40.76075848,-73.9926615,1,1,1,1,5,90
40.76961502,-73.98818858,1,0,,1,0,800
40.75988543,-73.99264379,1,26,4.24,1,1,110
40.75588663,-73.99507255,3,31,0.59,1,173,325
40.75996817,-73.99265498,2,0,,1,0,250
40.76243317,-73.98952417,5,4,0.75,1,164,399
40.76448558,-73.99340244,3,0,,1,0,175
40.75910463,-73.99150092,1,0,,2,73,300
40.76097728,-73.99499495,1,56,1.82,2,69,110
40.75577472,-73.99466407,1,30,4.55,1,257,180
40.76125704,-73.99117378,3,0,,1,18,110
40.76206603,-73.98650754,1,5,0.83,1,180,349
40.76158847,-73.98778107,1,67,3.31,1,235,249
40.75919962,-73.9931303,1,2,0.52,1,1,177
40.76017417,-73.9888991,1,34,4.64,3,307,149
40.76071042,-73.99166583,1,46,4.73,1,326,149
40.76499364,-73.9946028,2,4,0.72,1,87,547
40.76194206,-73.99342094,7,0,,2,74,150
40.75587244,-73.99868071,3,0,,1,200,147
40.76713736,-73.98564137,2,22,0.75,3,146,245
40.7588673,-73.99474701,4,10,0.46,1,0,105
40.75578325,-73.99522702,3,7,0.48,1,36,175
40.75967654,-73.99797002,2,4,1.38,1,0,289
40.76452898,-73.98829754,2,2,2,1,38,167
40.75669975,-73.9927666,1,76,5.4,1,129,185
40.75965138,-73.99034525,6,1,0.11,1,0,224
40.75752444,-73.99425406,1,137,4.3,4,183,110
40.76291159,-73.98832327,2,30,2.1,1,38,180
40.75684294,-73.99587143,1,0,,1,0,60
40.76181745,-73.99002652,1,8,0.36,1,0,200
40.7551555,-73.99459201,3,121,2.65,1,315,180
40.76080151,-73.98798675,2,3,0.34,1,0,117
40.75523448,-73.99502773,3,0,,1,355,500
40.7601994,-73.99623457,2,29,1.93,1,300,300
40.75361068,-73.99501191,1,0,,1,0,350
40.76377877,-73.98653084,3,4,3,1,295,425
40.76806328,-73.98470109,4,4,0.52,3,8,130
40.7644599,-73.99174664,3,0,,1,0,80
40.76505094,-73.99280738,2,0,,2,314,260
40.75960229,-73.99275237,1,0,,2,179,225
40.76002604,-73.98872495,1,2,0.59,1,353,239
40.76404425,-73.99259949,1,37,4.76,2,302,150
40.76147502,-73.99422796,1,6,0.87,3,302,250
40.76170536,-73.99477919,1,1,0.05,1,0,150
40.75781858,-73.99349346,5,52,0.9,3,65,105
40.76250701,-73.99316622,3,8,2.53,2,105,120
40.75842317,-73.99423695,3,13,1.78,1,171,450
40.76431608,-73.99268377,1,76,2.1,3,336,115
40.75489505,-73.99541645,1,5,0.39,1,357,100
40.76725017,-73.98639792,2,0,,1,292,100
40.76466876,-73.99302308,1,3,2.81,1,18,85
40.76152684,-73.98914835,2,43,4.34,1,318,244
40.76179578,-73.98942392,14,0,,1,0,62
40.7569129,-73.99839752,4,22,0.99,2,346,99
40.76713605,-73.99229019,1,0,,1,0,100
40.76693652,-73.98908974,3,13,3.12,1,141,299
40.76351908,-73.99108768,3,10,0.67,1,0,339
40.76139779,-73.98796902,2,19,5.18,1,265,300
40.75552617,-73.99459972,4,47,4.09,1,81,174
40.76536448,-73.99064125,1,58,5.32,1,169,125
40.76444404,-73.98964724,1,167,5.68,1,180,135
40.76653076,-73.98674033,5,0,,1,38,120
40.76296529,-73.99125394,1,14,0.94,3,24,95
40.76177692,-73.98802552,1,189,3.53,2,329,170
40.76241026,-73.98728719,1,1,0.18,4,365,109
40.75399594,-73.99730508,3,0,,1,363,240
40.76550099,-73.9851539,3,2,0.06,3,157,78
40.76441056,-73.98809659,3,44,2.22,1,62,75
40.76102585,-73.99496947,1,2,2,1,241,349
40.76056555,-73.98970395,1,0,,1,0,125
40.76257439,-73.98730152,7,19,1.05,1,3,220
40.77032215,-73.99493329,3,58,1.06,1,297,130
40.76380392,-73.98806903,1,1,0.49,1,19,135
40.76049391,-73.99569329,7,32,1.12,2,267,89
40.76927942,-73.98917523,5,0,,2,0,89
40.76364284,-73.99335079,4,21,2.7,1,54,243
40.76808615,-73.98456647,1,1,0.05,1,0,150
40.76133819,-73.98863024,1,8,5,5,327,75
40.76326153,-73.99141795,1,0,,1,0,500
40.75764914,-73.99427123,1,30,3.16,1,48,110
40.76072613,-73.99327815,2,31,0.43,1,279,195
40.75427176,-73.99279565,1,1,0.22,1,0,135
40.76717384,-73.98678397,1,3,2.09,2,38,80
40.76515634,-73.99253235,1,1,0.7,1,121,99
40.7594001,-73.99127467,21,2,0.12,2,341,51
40.76734694,-73.98578151,2,6,0.65,1,0,100
40.76599889,-73.99033374,4,2,2,1,259,290
40.76659726,-73.992561,3,2,0.14,1,0,115
40.76790796,-73.98735047,2,2,0.06,1,0,95
40.76452268,-73.9915693,1,17,2.29,2,8,72
40.76408643,-73.99034643,3,19,2.73,2,9,130
40.75731037,-73.99389325,1,29,3.4,2,266,130
40.76877766,-73.98718631,1,0,,1,0,110
40.76092203,-73.99963017,2,0,,1,69,165
40.7645526,-73.99258159,5,23,2.66,1,16,175
40.76268829,-73.9908934,1,83,4.78,1,93,300
40.7648303,-73.98981093,1,63,3.47,1,55,106
40.76149621,-73.98851869,30,0,,14,179,239
40.76376045,-73.98788565,7,23,2.63,1,70,125
40.76217872,-73.98961532,1,0,,1,88,200
40.75613724,-73.99261148,3,6,1.31,1,84,199
40.75970626,-73.98978864,3,157,4.59,1,161,120
40.76799326,-73.98745133,2,15,2.07,1,358,85
40.75891114,-73.99589849,1,4,0.35,16,23,400
40.76384681,-73.99740979,1,0,,1,365,125
40.76590728,-73.98664319,2,15,3.72,1,326,375
40.76089381,-73.99694633,1,12,1.01,16,61,295
40.75573119,-73.99228493,1,16,1.36,1,323,175
40.76046184,-73.9900994,2,61,4.03,1,62,100
40.76100828,-73.98818336,6,26,1.97,2,41,460
40.76343957,-73.99146267,4,23,3.15,1,333,225
40.76262323,-73.98677496,2,39,2.39,1,38,135
40.75659169,-73.99313089,3,0,,1,55,200
40.75834171,-73.99276563,1,45,2.25,4,60,98
40.75829871,-73.99000536,1,0,,1,0,225
40.76001621,-73.98935233,2,0,,2,9,90
40.76396588,-73.99402516,1,61,1.73,3,316,115
40.76349378,-73.99332303,2,37,3.34,1,224,79
40.75456122,-73.99454135,3,0,,1,0,210
40.7661208,-73.98810841,2,42,3.68,1,122,450
40.75702463,-73.99799215,1,108,5.04,4,314,54
40.76027723,-73.98845593,1,15,3.69,2,219,92
40.75921498,-73.98932768,5,1,1,1,285,175
40.75530536,-73.99944732,1,30,1.7,1,251,225
40.76354704,-73.99494922,4,59,1.39,1,109,125
40.76257159,-73.99302859,5,13,0.24,1,87,157
40.76419673,-73.98657283,2,2,2,1,4,55
40.7557125,-73.99399456,1,1,0.49,1,365,500
40.76197521,-73.98809745,3,1,0.03,1,181,250
40.75910241,-73.98986713,1,12,0.26,1,262,200
40.75945008,-73.98895101,5,18,1.2,1,74,173
40.76113972,-73.99921158,1,0,,1,0,150
40.76558239,-73.991367,2,1,1,3,351,85
40.76296508,-73.9998212,2,16,4.36,1,158,249
40.75915817,-73.98905783,1,19,3.73,1,254,250
40.7552127,-73.99755726,5,3,0.26,3,316,129
40.76551522,-73.9888581,4,2,0.25,1,0,90
40.76204794,-73.99082536,27,0,,2,294,45
40.75619355,-73.99418741,2,40,1.8,1,54,250
40.76129918,-73.98924886,1,45,4.13,2,347,120
40.75419952,-73.99545972,30,2,0.07,8,365,48
40.7556106,-73.99257234,3,2,0.11,1,0,99
40.76389762,-73.98745468,3,4,1.19,1,261,399
40.76234508,-73.98871953,1,14,5.12,1,109,175
40.7600604,-73.99821149,1,4,3.24,1,4,150
40.75695448,-73.99321526,2,48,3,1,83,350
40.76510791,-73.98849287,1,24,3.12,1,28,100
40.77204662,-73.99374313,1,7,1.07,1,178,235
40.765358,-73.98884288,3,50,2.31,1,347,95
40.75841544,-73.99389492,1,128,3.97,4,178,110
40.75921597,-73.98849836,4,65,2.24,1,196,135
40.76239647,-73.99879317,1,5,1.11,2,365,250
40.76007319,-73.99133811,1,41,4.09,1,191,110
40.75815429,-73.99405613,1,0,,1,95,170
40.76038832,-73.99144661,3,12,1.26,1,113,62
40.76187965,-73.98882491,3,5,0.91,1,365,199
40.76390906,-73.99467906,2,57,3.74,1,30,99
40.75926212,-73.99304473,2,28,2.57,1,0,125
40.76453039,-73.99515397,2,5,0.15,1,2,123
40.76773727,-73.98920088,4,22,0.37,1,358,329
40.76104361,-73.99135324,3,18,2.09,1,265,320
40.75860252,-73.98973977,2,0,,1,310,75
40.76335318,-73.98791536,4,0,,1,8,200
40.76418942,-73.99358084,2,6,5.62,2,0,187
40.76384585,-73.99087162,1,5,0.48,2,365,175
40.75536638,-73.99463113,1,167,3.64,4,293,59
40.76301037,-73.98783453,30,28,0.59,1,350,180
40.76330906,-73.99041233,4,0,,1,0,200
40.76539592,-73.99197545,1,8,0.46,1,365,399
40.76169952,-73.99244266,3,19,1.75,1,257,78
